inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks
INSP01964,2025-06-21,SCH0598,True,True,True,True,False,Jeevika Pandit,Average
INSP01303,2026-03-17,SCH0359,True,True,,True,False,Vihaan Bora,Good condition
INSP02998,2026-03-20,SCH0117,True,True,,True,False,Arya Shenoy,Toilets locked
INSP00258,2025-06-07,SCH0067,False,True,True,True,False,Unnati Iyengar,Toilets locked
INSP00933,2025-07-02,SCH0176,False,True,True,True,True,Yashasvi Sethi,No remarks
INSP01685,2025-11-20,SCH0505,True,True,False,False,False,Ayushman Chand,Average
INSP00719,2025-06-12,SCH0533,True,True,True,True,True,Harinakshi Boase,
INSP00597,2026-02-06,SCH0014,False,True,False,True,False,Rohan Rau,No remarks
INSP00611,2025-09-01,SCH0432,True,True,True,True,True,Nachiket Purohit,No remarks
INSP00756,2025-10-24,SCH0489,,True,True,False,False,Suhani Baral,Toilets locked
INSP02326,2025-08-14,SCH0196,True,True,True,True,True,Wazir Varty,Good condition
INSP01507,2025-09-28,SCH0177,False,,True,False,True,Chanchal Parmer,
INSP02488,2025-12-13,SCH0209,True,False,True,True,False,Urvi Datta,Toilets locked
INSP01887,2025-07-16,SCH0019,True,True,True,True,False,Balvan Vohra,
INSP01339,2025-04-11,SCH0428,False,True,False,True,True,,Good condition
INSP02612,2025-09-08,SCH0400,,True,True,False,False,Wahab Thakkar,No remarks
INSP00175,2025-04-18,SCH0427,True,True,True,False,False,Abdul Ratti,Average
INSP01392,2025-07-10,SCH0428,True,True,True,True,True,Yug Pradhan,Needs repair
INSP02249,2026-03-17,SCH0026,True,True,True,True,False,Tanmayi Goel,
INSP00121,2025-09-08,SCH0480,True,True,True,True,True,Ekanta Ramesh,No remarks
INSP02893,2026-01-09,SCH0257,True,True,True,True,True,Maya Cheema,Toilets locked
INSP00529,2026-03-25,SCH0080,True,True,True,,True,Jacob Buch,Needs repair
INSP02568,2026-01-24,SCH0356,True,True,False,True,True,Mahika Swaminathan,
INSP00904,2026-02-13,SCH0380,,True,True,,False,Sai Vasa,Toilets locked
INSP02916,2026-03-19,SCH0327,True,True,False,False,True,Aditya Korpal,Needs repair
INSP00440,2025-10-15,SCH0026,True,True,True,True,True,Ronith Desai,Toilets locked
INSP01379,2025-04-06,SCH0026,True,True,True,True,,Samar Sandal,Average
INSP02773,2025-08-27,SCH0124,True,True,True,True,True,Pratyush Parsa,Good condition
INSP02145,2025-12-07,SCH0522,True,,False,True,True,Hemal Contractor,Good condition
INSP00189,2025-10-12,SCH0311,True,True,True,True,True,Ishanvi Mangal,Average
INSP01951,2025-08-13,SCH0202,True,True,False,True,True,,Average
INSP01265,2026-01-12,SCH0122,True,True,True,False,False,Maanas Murty,Toilets locked
INSP02351,2025-04-20,SCH0204,True,False,True,False,False,Leena Wason,
INSP01115,2025-04-09,SCH0269,,False,False,True,True,Darsh Krishna,No remarks
INSP00271,2026-12-01,SCH0240,True,True,True,True,False,Timothy Ghosh,Toilets locked
INSP00252,2025-10-04,SCH0111,True,True,True,True,False,Mohini Soni,
INSP00369,2026-03-27,SCH0347,False,True,False,True,True,Geetika Mishra,Toilets locked
INSP00388,2025-06-27,SCH0573,True,True,True,False,True,Ishaan Chandran,Average
INSP01422,2026-01-09,SCH0024,True,True,,True,False,George Rai,Good condition
INSP00810,2025-10-25,SCH0511,False,True,True,False,False,Ira Lall,
INSP01953,2025-06-06,SCH0033,False,,False,False,True,Ria Ray,No remarks
INSP02483,2025-06-27,SCH0237,,True,True,True,True,Bhanumati Balay,Needs repair
INSP00247,2025-12-19,SCH0255,False,True,False,True,False,,Needs repair
INSP01238,2025-05-20,SCH0211,True,True,False,True,True,Finn Oommen,No remarks
INSP02432,2025-08-05,SCH0406,True,,True,False,True,Lekha Khanna,Average
INSP01150,2025-10-09,SCH0432,False,True,True,False,False,Abhimanyu Gopal,Needs repair
INSP02168,2025-09-03,SCH0592,False,True,True,True,False,Isha Nazareth,
INSP00977,2025-08-28,SCH0305,True,True,True,True,False,Samar Modi,Good condition
INSP02500,2025-09-14,SCH0294,True,True,True,True,,,Needs repair
INSP02165,2025-10-31,SCH0541,True,True,True,True,True,Vansha Mand,Toilets locked
INSP00444,2026-02-04,SCH0458,True,True,True,True,True,Abha Om,Toilets locked
INSP02806,2025-10-12,SCH0599,True,True,False,False,True,Abhiram Karnik,Needs repair
INSP00565,2025-07-21,SCH0573,True,False,True,True,False,Lohit Palan,Good condition
INSP02093,2025-10-29,SCH0375,True,True,True,True,True,Rudra Master,Toilets locked
INSP00677,2025-04-11,SCH0143,False,True,True,True,False,Turvi Agarwal,Needs repair
INSP00880,2025-07-08,SCH0590,True,True,True,,False,,Toilets locked
INSP02660,2026-03-07,SCH0552,True,True,False,True,False,Nidra Bhatt,No remarks
INSP01860,2025-08-17,SCH0576,True,True,True,True,False,Onveer Kalla,Toilets locked
INSP02795,2025-12-15,SCH0260,True,True,True,True,False,Arin Seshadri,Average
INSP00176,2025-11-13,SCH0556,True,True,True,False,False,Tanay Master,Toilets locked
INSP00556,2025-06-16,SCH0479,False,True,True,False,False,Banjeet Garde,Toilets locked
INSP02222,2025-11-19,SCH0140,True,True,True,,,Tanvi Gupta,Average
INSP01557,2025-04-23,SCH0097,False,True,True,True,True,Vidhi Dora,Good condition
INSP02959,2026-02-24,SCH0062,False,True,True,True,False,Zinal Halder,No remarks
INSP02293,2026-03-07,SCH0237,False,True,True,False,False,Janani Varkey,No remarks
INSP01809,2025-12-19,SCH0294,True,True,,False,True,Nathaniel Mani,Needs repair
INSP00868,2025-04-09,SCH0321,True,False,True,False,False,,Good condition
INSP02119,2025-04-30,SCH0022,True,True,True,True,True,Dalbir Tandon,Good condition
INSP00450,2025-12-28,SCH0066,False,True,True,False,True,,Toilets locked
INSP01135,2025-10-20,SCH0317,True,False,False,False,False,Advik Peri,Needs repair
INSP01851,2026-02-28,SCH0294,True,True,True,True,True,Keya Dua,
INSP00582,2025-12-27,SCH0312,False,True,False,,False,Lekha Mammen,
INSP02491,2026-01-27,SCH0066,False,True,True,False,True,Eta Lalla,Average
INSP02051,2025-10-22,SCH0072,True,True,True,True,True,Thomas Dhar,Good condition
INSP02664,2025-06-13,SCH0199,False,True,False,,False,Bakhshi Koshy,No remarks
INSP01426,2026-01-18,SCH0067,True,True,True,True,True,Urvi Chandra,Average
INSP02172,2025-05-25,SCH0172,False,True,True,True,True,Upadhriti Singhal,No remarks
INSP00765,2025-04-26,SCH0333,False,True,False,False,False,Maanas Gupta,
INSP02549,2025-10-04,SCH0193,True,True,True,False,False,Advik Morar,Good condition
INSP00508,2026-03-14,SCH0042,True,True,False,True,True,,Good condition
INSP01946,2025-11-13,SCH0282,True,True,True,False,True,Yug Sachdeva,Average
INSP00267,2025-12-26,SCH0482,True,True,True,False,False,Manthan Maharaj,Needs repair
INSP00197,2026-01-14,SCH0416,True,False,,True,True,Rajata Sarraf,Average
INSP02941,2025-04-18,SCH0198,True,,True,False,False,Jalsa Dhar,Average
INSP00089,2025-06-14,SCH0256,True,True,False,False,True,Thomas Kar,No remarks
INSP02884,2025-06-12,SCH0265,True,True,True,False,True,Nitara Chandra,Needs repair
INSP01318,2025-06-06,SCH0350,True,True,True,True,False,,Good condition
INSP02826,2025-04-13,SCH0414,True,True,True,True,True,Warinder Palan,Good condition
INSP00679,2025-07-25,SCH0278,True,True,False,True,False,Wishi Hayre,No remarks
INSP00913,2025-05-03,SCH0592,False,True,True,True,False,Aarini Korpal,Toilets locked
INSP00728,2026-03-30,SCH0033,True,True,True,True,True,Ridhi Gour,No remarks
INSP00411,2026-01-23,SCH0049,True,True,True,True,False,Harita Bala,Needs repair
INSP00991,2026-01-22,SCH0546,True,True,True,True,False,Keya Sampath,Good condition
INSP00583,2025-06-25,SCH0152,False,False,True,True,False,,Needs repair
INSP02724,2025-12-23,SCH0574,True,True,True,,False,Urvi D’Alia,
INSP00026,2025-09-25,SCH0114,,True,True,True,True,,Needs repair
INSP02359,2025-03-08,SCH0388,,True,True,True,False,Eshana Devan,
INSP02709,2025-12-11,SCH0525,True,True,True,True,,,No remarks
INSP01948,2025-11-04,SCH0221,True,True,True,True,True,Wahab Nadig,Toilets locked
INSP02015,2025-08-22,SCH0162,True,True,True,False,False,Isaac Verma,Toilets locked
INSP02164,2026-01-23,SCH0093,True,True,True,False,False,Chameli Ravel,No remarks
INSP01840,2026-03-12,SCH0388,True,,True,False,False,Laksh Puri,Toilets locked
INSP00322,2025-08-25,SCH0408,True,False,True,False,True,Harrison Sharaf,Toilets locked
INSP01427,2025-04-25,SCH0474,True,True,True,True,False,Siddharth Rajagopalan,Average
INSP02426,2025-07-14,SCH0567,True,False,True,True,True,Jack Thaker,Average
INSP01610,2025-08-30,SCH0406,True,False,,True,False,Abhiram Kapadia,
INSP00424,2025-10-22,SCH0072,True,True,True,True,False,Jonathan Murty,Needs repair
INSP01413,2025-05-09,SCH0543,True,True,True,False,True,Jairaj Buch,
INSP00068,2025-05-08,SCH0361,True,True,True,False,True,Wahab Vala,
INSP02294,2026-03-07,SCH0319,True,True,True,True,False,Yashica Chatterjee,Toilets locked
INSP01619,2025-09-13,SCH0001,False,True,,False,False,Devika Walia,Toilets locked
INSP02607,2026-01-17,SCH0046,True,False,,True,False,Yuvraj Dey,Average
INSP00032,2025-05-28,SCH0556,True,True,True,True,True,Sai Rana,Good condition
INSP02679,2025-12-05,SCH0412,False,True,True,False,,Samesh Koshy,Good condition
INSP00528,2025-08-11,SCH0415,False,True,True,True,True,Ekavir Jayaraman,
INSP02288,2025-12-12,SCH0332,True,True,True,False,True,Geetika Chatterjee,Average
INSP00458,2026-01-14,SCH0311,True,True,True,True,False,Zansi Dhar,No remarks
INSP02659,2026-12-02,SCH0175,True,True,True,False,False,Michael Doctor,Average
INSP02902,2025-04-19,SCH0217,True,True,True,True,True,Chasmum Sheth,
INSP02454,2025-06-28,SCH0341,True,True,True,False,False,,No remarks
INSP02919,2026-08-01,SCH0463,True,True,True,True,True,Gaurika Acharya,Good condition
INSP00863,2025-06-22,SCH0195,False,True,True,True,True,Caleb Thaman,Good condition
INSP02675,2025-05-12,SCH0065,True,True,True,False,True,Lavanya Chad,Needs repair
INSP00167,2026-03-01,SCH0002,True,True,True,True,True,Ekapad Bandi,Average
INSP00125,2025-08-09,SCH0213,False,True,True,True,False,Yashica Dhar,Average
INSP02595,2025-04-07,SCH0201,True,True,True,True,False,,Good condition
INSP00683,2025-06-02,SCH0075,False,True,True,False,False,Aarna Khalsa,Average
